,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
149,150,Bradley Collins,eng ENG,GK,Barnsley,24,1997,39.3,11,0.28,4,6,0,0,1,0,2,0.05,2,0,0,0,0,0,Matches
150,151,James Collins,ie IRL,"FW,MF",Cardiff City,30,1990,14.3,28,1.96,17,0,0,4,5,2,2,0.14,2,0,0,0,0,0,Matches
151,152,Levi Colwill,eng ENG,DF,Huddersfield,18,2003,26.9,28,1.04,22,1,0,1,1,3,2,0.07,1,0,0,1,0,0,Matches
152,153,Rubin Colwill,wls WAL,"MF,FW",Cardiff City,19,2002,18.5,41,2.21,34,0,4,1,1,1,1,0.05,1,0,0,0,0,0,Matches
153,154,Cameron Congreve,wls WAL,FW,Swansea City,17,2004,1.4,5,3.66,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
154,155,Aaron Connolly,ie IRL,FW,Middlesbrough,21,2000,13.1,22,1.67,16,0,2,3,1,0,0,0.00,0,0,0,0,0,0,Matches
155,156,Callum Connolly,eng ENG,"DF,MF",Blackpool,23,1997,24.6,36,1.46,21,6,1,5,2,1,4,0.16,3,0,0,1,0,0,Matches
156,157,Tommy Conway,,"MF,DF",Bristol City,,,0.3,1,3.10,1,0,0,0,0,0,1,3.10,1,0,0,0,0,0,Matches
157,158,Lewis Cook,eng ENG,MF,Bournemouth,24,1997,24.1,46,1.91,38,1,1,0,1,5,1,0.04,1,0,0,0,0,0,Matches
158,159,Steve Cook,eng ENG,DF,Bournemouth,30,1991,2.7,1,0.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,160,Steve Cook,eng ENG,DF,Nott'ham Forest,30,1991,12.9,15,1.17,11,0,0,3,0,1,4,0.31,3,0,0,1,0,0,Matches
160,161,Brandon Cooper,wls WAL,DF,Swansea City,21,2000,3.9,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
161,162,Jake Cooper,eng ENG,DF,Millwall,26,1995,40.9,34,0.83,25,0,1,2,2,4,7,0.17,3,0,0,1,1,2,Matches
162,163,Kai Corbett,eng ENG,FW,P'borough Utd,18,2002,0.6,1,1.55,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
163,164,David Cornell,wls WAL,GK,P'borough Utd,30,1991,30.0,7,0.23,2,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
164,165,Harry Cornick,eng ENG,FW,Luton Town,26,1995,26.2,53,2.02,37,3,3,4,4,2,7,0.27,4,0,0,1,1,1,Matches
165,166,Hayden Coulson,eng ENG,DF,P'borough Utd,23,1998,4.0,8,1.98,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,167,Conor Coventry,ie IRL,MF,P'borough Utd,21,2000,4.8,6,1.25,5,0,0,0,0,1,1,0.21,1,0,0,0,0,0,Matches
