,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
115,116,Tomás Castro,pt POR,MF,B-SAD,22,1999,0.6,22,36,61.1,267,115,10,13,76.9,6,11,54.5,1,3,33.3,0,0.1,0.0,-0.1,1,1,1,0,4,Matches
116,117,Geny Catamo,mz MOZ,DF,Sporting CP,20,2001,0.3,17,22,77.3,235,52,12,12,100.0,5,8,62.5,0,1,0.0,0,0.2,0.0,-0.2,1,0,0,0,1,Matches
117,118,Geny Catamo,mz MOZ,"FW,MF",Vitória,20,2001,2.5,63,85,74.1,870,339,36,43,83.7,21,24,87.5,2,7,28.6,3,1.2,0.9,+1.8,8,9,5,1,12,Matches
118,119,Charles,br BRA,GK,FC Vizela,27,1994,14.0,280,407,68.8,8095,5985,43,44,97.7,141,143,98.6,95,216,44.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
119,120,Francisco Chico,pt POR,"MF,FW",B-SAD,23,1998,6.1,153,212,72.2,2506,627,87,103,84.5,44,60,73.3,18,33,54.5,0,0.6,0.7,-0.6,7,12,9,4,10,Matches
120,121,Fábio China,pt POR,DF,Marítimo,29,1992,6.4,279,365,76.4,5094,1746,111,132,84.1,138,158,87.3,28,62,45.2,0,0.0,0.1,0.0,0,17,1,1,18,Matches
121,122,Chiquinho,pt POR,FW,Estoril,21,2000,9.3,92,164,56.1,1338,420,63,80,78.8,16,44,36.4,7,20,35.0,1,0.5,0.9,+0.5,4,6,8,4,10,Matches
122,123,Chiquinho,pt POR,"MF,FW",Braga,26,1995,2.3,70,85,82.4,968,250,45,48,93.8,18,23,78.3,4,8,50.0,0,0.2,0.2,-0.2,3,10,1,0,7,Matches
123,124,André Clóvis,br BRA,FW,Estoril,23,1997,9.7,99,142,69.7,1414,271,58,71,81.7,33,44,75.0,2,6,33.3,1,1.9,1.4,-0.9,6,5,4,2,6,Matches
124,125,Sebastián Coates,uy URU,DF,Sporting CP,30,1990,29.3,1763,2024,87.1,33034,13664,680,738,92.1,884,954,92.7,185,286,64.7,1,1.6,2.0,-0.6,10,127,10,0,115,Matches
125,126,Racine Coly,sn SEN,DF,Estoril,25,1995,1.9,71,94,75.5,1201,526,39,44,88.6,29,43,67.4,3,4,75.0,1,0.1,0.1,+0.9,3,6,2,1,3,Matches
126,127,Francisco Conceição,pt POR,"MF,FW",Porto,18,2002,5.5,202,241,83.8,2568,534,124,136,91.2,63,69,91.3,2,6,33.3,1,2.1,1.3,-1.1,12,9,15,0,21,Matches
127,128,Rodrigo Conceição,pt POR,"DF,MF",Moreirense,21,2000,4.3,143,201,71.1,2165,849,84,100,84.0,43,64,67.2,10,23,43.5,2,1.2,0.9,+0.8,6,15,3,3,10,Matches
128,129,Abdu Conté,pt POR,"DF,MF",Moreirense,23,1998,15.3,566,757,74.8,9309,4078,288,336,85.7,219,280,78.2,48,91,52.7,0,0.9,0.6,-0.9,9,48,10,6,47,Matches
