,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
88,89,Gabi Caschili,nl NED,MF,Zwolle,18,2003,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,90,Joel Castro Pereira,pt POR,GK,RKC Waalwijk,25,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
90,91,Václav Černý,cz CZE,FW,Twente,23,1997,6.0,23,3.83,17,1,1,4,0,0,2,0.33,2,0,0,0,0,0,Matches
91,92,Ibrahim Cissoko,nl NED,FW,NEC Nijmegen,18,2003,1.0,5,5.11,2,0,2,0,1,0,2,2.05,1,0,0,0,1,0,Matches
92,93,Jordy Clasie,nl NED,MF,AZ Alkmaar,30,1991,26.8,66,2.46,62,1,0,1,1,1,5,0.19,5,0,0,0,0,0,Matches
93,94,Pelle Clement,nl NED,"MF,FW",Zwolle,25,1996,15.2,61,4.01,41,12,2,4,0,2,3,0.20,2,1,0,0,0,0,Matches
94,95,Denilho Cleonise,nl NED,"FW,MF",Twente,19,2001,2.1,7,3.30,2,0,4,0,1,0,0,0.00,0,0,0,0,0,0,Matches
95,96,Iñigo Córdoba,es ESP,"FW,MF",Go Ahead Eag,24,1997,25.7,72,2.80,50,4,6,6,2,4,5,0.19,4,0,1,0,0,0,Matches
96,97,Tim Coremans,nl NED,GK,Sparta R'dam,30,1991,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
97,98,Enzo Cornelisse,nl NED,DF,Vitesse,18,2003,9.3,5,0.54,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
98,99,George Cox,eng ENG,DF,Fortuna Sittard,23,1998,24.4,46,1.89,24,15,1,0,2,4,2,0.08,2,0,0,0,0,0,Matches
99,100,Vito van Crooy,nl NED,"FW,MF",Sparta R'dam,25,1996,24.2,,,,,,,,,,,,,,,,,Matches
100,101,Daniel Crowley,eng ENG,MF,Willem II,23,1997,9.5,25,2.63,21,3,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches
101,102,Adrián Dalmau,es ESP,FW,Sparta R'dam,27,1994,6.5,14,2.14,7,0,0,2,5,0,1,0.15,0,0,0,1,0,0,Matches
102,103,Adrián Dalmau,es ESP,FW,Utrecht,27,1994,2.7,4,1.49,2,0,0,1,1,0,1,0.37,0,0,0,0,1,0,Matches
103,104,Wessel Dammers,nl NED,"DF,MF",Groningen,26,1995,13.3,15,1.13,13,0,0,1,0,1,3,0.23,2,0,0,1,0,0,Matches
104,105,Wessel Dammers,nl NED,DF,Willem II,26,1995,13.9,10,0.72,6,0,0,2,0,2,1,0.07,1,0,0,0,0,0,Matches
105,106,Lennerd Daneels,be BEL,"FW,MF",RKC Waalwijk,23,1998,6.3,18,2.85,11,3,0,1,3,0,1,0.16,1,0,0,0,0,0,Matches
